#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="BirthDeath.t:sample2_aligned" spec="beast.base.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:sample2_aligned" lower="0.0" name="relativeDeathRate" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:sample2_aligned" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:sample2_aligned" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.sample2_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:sample2_aligned" name="distribution" x="@BDBirthRate.t:sample2_aligned">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:sample2_aligned" name="distribution" x="@BDDeathRate.t:sample2_aligned">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@sample2_aligned" id="treeLikelihood.sample2_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sample2_aligned">
#            <siteModel id="SiteModel.s:sample2_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sample2_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sample2_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sample2_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:sample2_aligned" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:sample2_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:sample2_aligned" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	BirthDeath	BDBirthRate	BDDeathRate
0	-84651.33769557817	-84643.05885496325	-8.278840614923046	-84643.05885496325	0.5536365736447757	1.6013529211239885	-1.3710853359409096	1.0	0.5
1000	-43861.30260596754	-43863.240160661	1.9375546934596155	-43863.240160661	0.02151749783516348	0.052576869605348825	8.845309972441752	76.63411204556225	0.16907806895653785
2000	-42808.192672013625	-42814.61093983733	6.418267823706957	-42814.61093983733	0.0028138694583624492	0.010560347351072705	13.326023102689094	104.08761641565073	0.7158574572138287
3000	-42759.42236868769	-42767.95269648503	8.53032779734666	-42767.95269648503	0.0016038288858681894	0.0061179579144084555	15.438083076328796	618.0386506794429	0.04549968216437022
4000	-42753.605361523114	-42762.43619341034	8.83083188722946	-42762.43619341034	0.0015933288442373423	0.005554516114152195	15.738587166211596	390.76927623031736	0.06208564671060326
5000	-42755.137485889216	-42763.68805902933	8.550573140114048	-42763.68805902933	0.0015987635587516697	0.005314638062645174	15.458328419096185	221.81668490537695	0.3633900766776026
6000	-42755.625591446165	-42764.37296401677	8.747372570609453	-42764.37296401677	0.001382568660692073	0.005123076476317218	15.65512784959159	300.5288241310621	0.10531080704232368
7000	-42753.60170448701	-42763.06936027641	9.467655789394971	-42763.06936027641	0.0012807076868395107	0.004515259223006255	16.375411068377108	607.6961170185048	0.17301543816064394
8000	-42754.52751830179	-42763.91448962943	9.386971327642371	-42763.91448962943	0.0012438567517400105	0.004774461825883007	16.294726606624508	631.6593724343478	0.04629773210528493
9000	-42754.3655103177	-42763.03330521396	8.667794896258796	-42763.03330521396	0.0016288699420717316	0.00591012134043309	15.575550175240933	380.44094570978467	0.034268543646380364
10000	-42756.37688294396	-42763.80965865034	7.432775706382323	-42763.80965865034	0.001659503790438793	0.005845818048113317	14.34053098536446	95.27495384374332	0.49528480426552923
11000	-42754.88667684946	-42764.263724392484	9.377047543023767	-42764.263724392484	0.0011394058209893598	0.004294807936189928	16.284802822005904	469.148653150867	0.44786933513610416
12000	-42755.50438388499	-42764.26708487631	8.762700991321438	-42764.26708487631	0.001583643933879835	0.005595161197550612	15.670456270303575	628.1267139597226	0.11899333226009991
13000	-42754.37383808541	-42762.836897128414	8.463059042999461	-42762.836897128414	0.001379863739376968	0.00519633958753022	15.370814321981598	116.06398628072851	0.7385074898733952
14000	-42756.807624764086	-42764.44620106237	7.6385762982796805	-42764.44620106237	0.0016031373435461843	0.005562572982821645	14.546331577261817	135.6112332718586	0.29397263107323135
15000	-42752.79743137043	-42762.014964539274	9.217533168842845	-42762.014964539274	0.0013175469744851611	0.004780751290415905	16.125288447824982	862.9582967286323	0.020389664162916158
