#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="BirthDeath.t:sample4_aligned" spec="beast.base.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:sample4_aligned" lower="0.0" name="relativeDeathRate" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:sample4_aligned" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:sample4_aligned" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.sample4_aligned" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:sample4_aligned" name="distribution" x="@BDBirthRate.t:sample4_aligned">
#            <Uniform id="Uniform.3" name="distr" upper="1000.0"/>
#        </prior>
#        <prior id="DeathRatePrior.t:sample4_aligned" name="distribution" x="@BDDeathRate.t:sample4_aligned">
#            <Uniform id="Uniform.4" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@sample4_aligned" id="treeLikelihood.sample4_aligned" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sample4_aligned">
#            <siteModel id="SiteModel.s:sample4_aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sample4_aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sample4_aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sample4_aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:sample4_aligned" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:sample4_aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:sample4_aligned" lower="0.0" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	BirthDeath	BDBirthRate	BDDeathRate
46000	-42630.99116408744	-42639.929666227006	8.938502139566815	-42639.929666227006	0.002079423613681595	0.004867463788796142	15.846257418548952	900.2975397744782	0.20818334049537526
47000	-42632.96740516054	-42641.10311596808	8.135710807536675	-42641.10311596808	0.0019733407943796004	0.004563794294885843	15.043466086518812	109.00478916950117	0.5134551352983627
48000	-42634.9855588499	-42644.76446182565	9.778902975755393	-42644.76446182565	0.0016151332917883478	0.003876239959181827	16.68665825473753	506.3516959266287	0.676282762935462
49000	-42630.85268407914	-42640.05998628214	9.207302203004673	-42640.05998628214	0.0022152403948108657	0.005130607922421079	16.11505748198681	523.2245759672659	0.08515976878644127
50000	-42630.91963129306	-42640.07813442715	9.158503134097561	-42640.07813442715	0.002241812098935236	0.0052094908412219035	16.066258413079698	288.23351049581356	0.5962779434294248
51000	-42631.684719750985	-42640.66722266845	8.982502917467995	-42640.66722266845	0.0019338794920254342	0.004558474966603263	15.890258196450132	150.94069005395772	0.613168221124767
52000	-42632.535492475436	-42641.672837508035	9.137345032596105	-42641.672837508035	0.0018845532194575014	0.004482700333257824	16.045100311578242	975.2748938534196	0.23572274161318196
53000	-42630.88859429757	-42639.975168106525	9.08657380895464	-42639.975168106525	0.0021100260827627004	0.0048065618520311704	15.994329087936777	761.4996458362107	0.40098287671588084
54000	-42633.11531433635	-42642.80390387333	9.688589536981965	-42642.80390387333	0.0017007296919542675	0.004008467599782583	16.596344815964102	906.6148630945542	0.3048074820938848
55000	-42635.098659631716	-42642.649374247085	7.550714615369198	-42642.649374247085	0.002302116697086189	0.005144527755523645	14.458469894351335	933.1503230730589	0.6759383329360418
56000	-42631.143285835606	-42640.65732141497	9.514035579366347	-42640.65732141497	0.002019919086282375	0.0046406782668815955	16.421790858348484	637.1178613214644	0.12028855173752419
57000	-42631.19749680071	-42640.70298857434	9.505491773624627	-42640.70298857434	0.0019375322911611057	0.004473802059021138	16.413247052606764	337.40779731996344	0.7557999953062157
58000	-42631.7982452318	-42641.02876617124	9.230520939440552	-42641.02876617124	0.002218171071365105	0.005094757126612216	16.13827621842269	592.544117385808	0.1053441649259538
59000	-42631.99452427869	-42640.88772605709	8.893201778398392	-42640.88772605709	0.0021054197079832886	0.005025452692624911	15.80095705738053	323.9541698256297	0.771879877792458
60000	-42630.852697514405	-42640.46806140877	9.61536389436246	-42640.46806140877	0.0019408940423161975	0.0044772158393422854	16.523119173344597	678.8037906495616	0.09459375987159586
61000	-42631.579942658034	-42641.08604143227	9.506098774235802	-42641.08604143227	0.002131468068053358	0.0047696569405010335	16.41385405321794	396.53024693811955	0.6037284958385953
62000	-42630.65309789527	-42639.852651357156	9.199553461885476	-42639.852651357156	0.0021807552216985453	0.005055497174731461	16.107308740867612	195.9520564727317	0.8112048745701407
63000	-42630.58663272773	-42639.84261280635	9.255980078616577	-42639.84261280635	0.0021926735861363643	0.005072422020525567	16.163735357598714	409.0316750868084	0.3858179464730865
64000	-42635.226810452295	-42644.00127012857	8.77445967627273	-42644.00127012857	0.002509628410428049	0.005889505297105675	15.682214955254867	503.3792403718874	0.20334476587897743
65000	-42631.372897666966	-42640.832628090706	9.459730423740574	-42640.832628090706	0.002088505961895898	0.00477143951711758	16.36748570272271	428.434664504793	0.4069731350213947
66000	-42630.98465760448	-42640.05632454662	9.071666942141317	-42640.05632454662	0.001991470166591536	0.0046573737607588485	15.979422221123453	769.503402423748	0.44730452578678764
67000	-42631.57999559022	-42640.11591464595	8.535919055727556	-42640.11591464595	0.0020924830368032688	0.004753906803728241	15.443674334709693	161.01109704317767	0.42895581485827383
68000	-42632.08114008536	-42640.931305682374	8.850165597010342	-42640.931305682374	0.0023636942644106426	0.005402840729331162	15.757920875992479	708.0657254548188	0.21696475527373574
69000	-42631.45247729955	-42641.20006114853	9.747583848978476	-42641.20006114853	0.0018472841512077406	0.0042789131037189385	16.655339127960612	640.7321497077049	0.2927871851874748
70000	-42630.77968775556	-42639.959261543874	9.179573788313935	-42639.959261543874	0.0020787123956621557	0.004747793945207461	16.08732906729607	739.4994521010619	0.3984588575341355
71000	-42631.150909970354	-42640.448382125236	9.297472154882676	-42640.448382125236	0.002115651618418109	0.0049711718826969216	16.205227433864813	488.67872834858395	0.3460767987946817
72000	-42630.5415227545	-42639.80950728985	9.267984535351317	-42639.80950728985	0.00211036701350168	0.0048986160491858825	16.175739814333454	193.10564014985417	0.7023671558365187
73000	-42631.23578754197	-42640.02543267773	8.789645135757969	-42640.02543267773	0.0022504339375766748	0.005179087961521949	15.697400414740105	663.7146380000139	0.4902250679773773
74000	-42632.1147665763	-42642.04766952662	9.932902950322276	-42642.04766952662	0.0017724202476569564	0.004070522249747196	16.840658229304413	476.17479768401023	0.4902250679773773
75000	-42632.296039042885	-42639.916668664846	7.620629621961466	-42639.916668664846	0.0022183877841188875	0.005085631715629333	14.528384900943603	938.8571735347017	0.6295904732620125
76000	-42635.22879736125	-42642.51503620445	7.28623884320125	-42642.51503620445	0.0025306171170144448	0.005727622854664388	14.193994122183387	882.6007524104867	0.6016663835639214
77000	-42631.478309305865	-42640.98840493969	9.510095633831483	-42640.98840493969	0.0020981273384379933	0.0047327127876028875	16.41785091281362	384.409023767682	0.49089175817895075
78000	-42631.45166228122	-42641.07515693672	9.623494655501045	-42641.07515693672	0.0018622225301755957	0.004355981363849314	16.53124993448318	395.9065733692939	0.3612506309885381
79000	-42631.469771685704	-42640.595818871116	9.126047185410773	-42640.595818871116	0.0023156280145575758	0.005254919091036007	16.03380246439291	493.64686624215324	0.062175396959461844
80000	-42634.42342183174	-42642.78681678046	8.363394948722473	-42642.78681678046	0.0023020007084638677	0.005340044689419954	15.27115022770461	203.96671010010522	0.24497443840270505
81000	-42631.469529268834	-42640.4919770199	9.02244775106534	-42640.4919770199	0.002295940098666337	0.005328827147999033	15.930203030047476	149.47918767334443	0.8531834089557161
82000	-42632.9839382412	-42640.854902324754	7.870964083554897	-42640.854902324754	0.0023829042055484645	0.005496195304873568	14.778719362537034	556.7031577602072	0.7553481491361158
83000	-42632.74975113416	-42642.37749059934	9.627739465183183	-42642.37749059934	0.001865045709057816	0.0042496679898058705	16.53549474416532	869.23242185598	0.1977984178832406
84000	-42631.96406976171	-42641.73171874867	9.76764898696273	-42641.73171874867	0.0018529920516422178	0.004252071851195753	16.675404265944866	587.0094610349668	0.43356369858426186
85000	-42631.69055663944	-42640.39134138923	8.700784749785704	-42640.39134138923	0.0020524205019526553	0.004858870626347798	15.608540028767841	859.3349209234311	0.4101031152267033
86000	-42633.593914409204	-42642.91765952428	9.323745115081039	-42642.91765952428	0.001924133023210444	0.0046819134264777	16.231500394063175	210.33286741112735	0.6930912506994824
87000	-42632.53495095281	-42640.88620261512	8.35125166230894	-42640.88620261512	0.0023363959741873486	0.005469443710596713	15.259006941291076	782.0132665954901	0.3961569771859543
88000	-42631.378652580504	-42640.278318261786	8.899665681279815	-42640.278318261786	0.0022837388877656037	0.005277343437304042	15.807420960261952	728.0344936069079	0.220871800208496
89000	-42633.11959657731	-42642.689008940164	9.569412362853846	-42642.689008940164	0.0017891721899641873	0.004284523190386316	16.477167641835983	223.94629192886927	0.6604683581005122
90000	-42632.73242898483	-42642.684126145454	9.951697160618146	-42642.684126145454	0.001715047063501145	0.003991073959889914	16.859452439600283	783.105847991456	0.08205598122954522
91000	-42631.19866536643	-42639.939849351314	8.741183984889997	-42639.939849351314	0.0020379895277606846	0.004686646617577724	15.648939263872133	966.5516251247323	0.39287769558720714
92000	-42634.81799379238	-42644.28839216654	9.470398374163342	-42644.28839216654	0.0018621742689720225	0.004531744167922643	16.37815365314548	441.45435086765207	0.18238423626313705
93000	-42634.74208936271	-42642.65341969364	7.911330330929593	-42642.65341969364	0.002335946009622323	0.005371390367422709	14.81908560991173	152.43946049727185	0.27202537123841436
94000	-42634.39684622367	-42643.90312433873	9.506278115053725	-42643.90312433873	0.0019304533433606589	0.004622574795341514	16.41403339403586	570.659490034928	0.2481806873564956
95000	-42632.254195268564	-42641.92451154372	9.670316275156775	-42641.92451154372	0.001989713183539275	0.004439159670056671	16.578071554138912	521.389293774462	0.5644637024603834
96000	-42631.60067210269	-42640.90988479984	9.309212697148734	-42640.90988479984	0.002188504901982879	0.00497587264159453	16.21696797613087	594.9378370881087	0.13660424874246152
97000	-42635.95891799651	-42641.23353474096	5.274616744452599	-42641.23353474096	0.0020012901294927795	0.004541751752919834	12.182372023434736	39.386659449629875	0.3963574725184898
98000	-42631.3417923547	-42640.5269609698	9.185168615099407	-42640.5269609698	0.0022190505329524653	0.005073332867753376	16.092923894081544	423.76493834514906	0.6129050352619755
99000	-42634.56854338069	-42643.268855623406	8.700312242716704	-42643.268855623406	0.0023861591602840023	0.005735651176353896	15.60806752169884	126.95470520448481	0.7743625364752795
100000	-42635.368330631674	-42644.9295131719	9.561182540226227	-42644.9295131719	0.0016719833948269534	0.004049338954882662	16.468937819208364	834.9377449514753	0.41326137661304996
101000	-42631.667343882866	-42640.509612924165	8.842269041298236	-42640.509612924165	0.0022588013484373653	0.005284476336132271	15.750024320280373	553.089741294426	0.5233362476800613
102000	-42631.15504837888	-42640.758858151166	9.603809772286517	-42640.758858151166	0.0020281088664062695	0.004575570402523301	16.511565051268654	224.56541048938755	0.8111545535068027
103000	-42631.05669716052	-42640.016626982906	8.959929822386709	-42640.016626982906	0.002082283777283206	0.004743675187569157	15.867685101368846	262.78340983572775	0.8814808291238888
104000	-42632.894632081494	-42641.784401084224	8.889769002733162	-42641.784401084224	0.0024386292220746056	0.005680160902720359	15.7975242817153	397.11443387366955	0.22529810788038532
105000	-42632.43168021902	-42642.00097510266	9.569294883638918	-42642.00097510266	0.002031911583551026	0.004559966303688057	16.477050162621055	672.4569768797817	0.12791345497021142
106000	-42631.78565549296	-42640.32335244333	8.537696950367703	-42640.32335244333	0.0023083657626905354	0.005329987406878536	15.44545222934984	965.2938937379006	0.030777729781829383
107000	-42630.797051311536	-42640.39272411692	9.595672805385199	-42640.39272411692	0.0019441669754341352	0.004496167574597143	16.503428084367336	275.1318033364964	0.7318724515342391
108000	-42632.77610444531	-42642.42293892502	9.646834479711384	-42642.42293892502	0.0017378084430800396	0.004018204690930368	16.55458975869352	887.6178914510656	0.3845389776620611
109000	-42631.998888711336	-42640.94922114652	8.950332435179526	-42640.94922114652	0.0022577351691273114	0.0052966544800850295	15.858087714161663	664.7321669905765	0.24759998108359116
110000	-42631.09794748351	-42640.46072653119	9.362779047678593	-42640.46072653119	0.0020287064007016168	0.004748395590089314	16.27053432666073	506.0068879517937	0.5066378088016811
111000	-42632.08893749848	-42640.865733001934	8.776795503447923	-42640.865733001934	0.002156404529012296	0.004983640998980464	15.68455078243006	500.32758881940754	0.7156221957398102
112000	-42632.4403509398	-42639.9670521913	7.526701251492664	-42639.9670521913	0.002141449863447935	0.004993147186866741	14.434456530474801	810.6653210459989	0.7249562915302596
113000	-42631.76376009741	-42641.26929658064	9.505536483231111	-42641.26929658064	0.00200268104260425	0.004572122187945766	16.413291762213248	360.05887538181344	0.7249562915302596
114000	-42632.37804337968	-42641.45005667254	9.072013292864963	-42641.45005667254	0.0021718908071932056	0.00506822282701359	15.9797685718471	676.5372110690655	0.3056979201667746
115000	-42630.93513179162	-42640.33636865499	9.401236863368386	-42640.33636865499	0.0019990255464472986	0.004591495309576973	16.308992142350522	422.7645294749929	0.13948614523359096
116000	-42631.92948338183	-42640.11780368045	8.188320298623633	-42640.11780368045	0.0022655872171412398	0.005244646975781123	15.09607557760577	123.77160058780663	0.5119956370222857
117000	-42630.551931888745	-42640.08623235733	9.534300468586565	-42640.08623235733	0.002000507731963886	0.004594157821578038	16.442055747568702	311.72588293553457	0.7172293979210486
118000	-42630.97317129054	-42640.474579802816	9.501408512273851	-42640.474579802816	0.0019824716089855213	0.0045711722454798865	16.40916379125599	660.2957861172557	0.3101188270390149
119000	-42630.683895526476	-42640.15152501619	9.467629489712579	-42640.15152501619	0.0019953144905642426	0.004603272767401361	16.375384768694715	529.7428906696589	0.5207299506195363
120000	-42633.30405440879	-42642.28818650759	8.984132098795218	-42642.28818650759	0.0021848414538001215	0.0051547972289023355	15.891887377777355	794.8885503098965	0.0755956319810784
121000	-42633.009133743384	-42640.30605612135	7.296922377966805	-42640.30605612135	0.0020777940804702047	0.0048610372044808545	14.204677656948942	756.217549117403	0.7929582646434314
122000	-42631.28681487882	-42640.89162000795	9.604805129132444	-42640.89162000795	0.002029853073497661	0.0045739352495185815	16.51256040811458	517.3856413293095	0.35295648038780114
